id
4825
2075
6388
100635
5226
112045
47659
2775
30390
43301
40841
185436
5077
30763
4014
116129
5208
7280
25811
191934
199513
159834
35725
381
138581
5106
9566
51811
79205
48501
76297
5475
143750
13357
130439
154793
14505
1288
67907
5188
67449
169271
11491
155122
4973
7085
110556
9344
6094
91211
57396
52076
102809
23255
1549
194905
4603
67796
11149
97229
160934
143315
23975
82827
513
2285
15435
41208
96299
34679
6554
73768
37182
64105
9407
120837
23511
19184
17408
27742
103902
82395
187106
76041
96214
3223
9670
23912
153232
35835
90360
37084
35387
13775
39872
65740
30012
2730
23176
100224
83226
24189
67875
20365
4944
37041
30891
141108
7579
33834
187344
59377
178777
170729
118745
6347
153365
6714
19765
28161
24251
20196
8596
10884
40506
51148
118284
26560
23799
173073
156307
49625
81576
183398
40022
21505
105497
10975
72950
40233
34443
65856
86613
32870
192927
22869
25491
52927
36335
5345
767
4837
41711
189860
70243
50618
18827
8835
2361
45700
186056
21510
64537
59819
926
122159
137389
35487
23573
11249
6093
186533
93828
192371
32484
55709
17902
40629
65062
109127
9308
4532
23771
178620
41219
42794
15078
34707
35538
19820
34658
13081
2693
31786
38250
189825
28455
10158
31350
151400
65994
1192
24695
62327
107354
7244
1789
180983
42483
110293
34499
34504
13484
83399
37
9764
79324
25606
29315
57401
174143
77839
55807
185021
176042
8361
9961
188
107037
37929
184571
40545
52777
117140
39922
174257
79458
15933
78836
2785
14988
182573
67070
23832
97919
20696
56040
101469
735
67072
55376
29601
74864
53027
39691
2667
13613
154699
4180
51212
13648
124208
22062
33137
156787
25878
2744
40877
108150
6202
688
38536
37800
84225
27682
9493
38443
13216
68444
18895
132074
432
42033
72472
9661
4530
50197
12734
15628
72162
26181
34347
524
4894
62023
11652
1175
39808
38052
82776
64578
44290
11337
17017
10053
8112
15259
48562
10850
7338
138292
12453
50226
5124
2205
123542
91716
181889
75906
141790
2804
42628
188314
190973
26
44636
70650
48667
174397
12605
156522
12709
72141
129961
27363
16244
12994
546
105336
14728
5542
140728
3373
